ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE,Cluster
0,12,11,3,102,0.419,0.0161,2
0,12,11,4,112,0.326,0.0125,2
0,12,11,5,111,0.19899999999999998,0.0129,2
0,13,9,1,12,0.05,0.0079,1
0,13,9,2,11,0.096,0.017,1
0,13,9,3,15,0.153,0.0148,1
0,13,9,4,10,0.26899999999999996,0.0199,1
0,13,9,5,14,0.257,0.0173,1
0,13,9,6,100,0.051,0.0046,1
0,13,9,7,46,0.124,0.0131,1
0,14,46,1,159,0.035,0.006500000000000001,0
0,14,46,2,99,0.965,0.006500000000000001,0
0,15,48,1,159,0.111,0.013000000000000001,0
0,15,48,2,99,0.889,0.013000000000000001,0
0,16,50,1,120,0.78,0.009000000000000001,0
0,16,50,2,47,0.23800000000000002,0.020499999999999997,0
0,16,50,3,134,0.17,0.0143,0
0,16,50,5,38,0.01,0.003,0
0,16,50,6,51,0.049,0.0087,0
0,16,50,8,116,0.02,0.0036,0
0,16,50,9,136,0.073,0.0097,0
0,16,50,10,29,0.07200000000000001,0.0115,0
0,16,50,11,133,0.13,0.011399999999999999,0
0,16,50,12,49,0.048,0.006,0
0,16,50,13,117,0.036000000000000004,0.0055000000000000005,0
0,16,50,14,155,0.16899999999999998,0.011699999999999999,0
0,17,49,1,120,0.77,0.011899999999999999,0
0,17,49,2,47,0.21,0.0202,0
0,17,49,3,132,0.10099999999999999,0.0144,0
0,17,49,5,38,0.009000000000000001,0.0023,0
0,17,49,6,51,0.046,0.0060999999999999995,0
0,17,49,8,116,0.023,0.0062,0
0,17,49,9,155,0.195,0.0144,0
0,18,44,1,159,0.235,0.014199999999999999,0
0,18,44,2,99,0.307,0.020099999999999996,0
0,18,44,3,143,0.45799999999999996,0.021,0
0,19,34,1,109,0.309,0.0169,0
0,19,34,2,57,0.127,0.011000000000000001,0
0,19,34,3,40,0.131,0.0091,0
0,19,34,4,65,0.33899999999999997,0.0192,0
0,19,34,5,80,0.163,0.0147,0
0,19,34,6,56,0.182,0.008199999999999999,0
0,19,34,7,125,0.078,0.0078000000000000005,0
0,19,34,8,103,0.32299999999999995,0.0182,0
0,20,36,2,13,0.021,0.0045000000000000005,0
0,20,36,3,16,0.16399999999999998,0.0051,0
0,20,36,4,98,0.483,0.021099999999999997,0
0,20,36,5,55,0.10099999999999999,0.012199999999999999,0
0,20,36,6,157,0.02,0.0048,0
0,20,36,7,139,0.149,0.0225,0
0,20,36,8,158,0.059000000000000004,0.0074,0
0,1,39,1,78,0.507,0.009899999999999999,2
0,1,39,2,96,0.384,0.0175,2
0,1,39,3,85,0.078,0.015300000000000001,2
0,1,39,4,97,0.027000000000000003,0.0058,2
0,2,15,1,161,0.08900000000000001,0.0147,2
0,2,15,2,160,0.6609999999999999,0.018600000000000002,2
0,2,15,3,99,0.249,0.013500000000000002,2
0,3,12,1,0,0.127,0.0155,1
0,3,12,2,8,0.061,0.0148,1
0,3,12,3,3,0.057,0.0073,1
0,3,12,4,5,0.11199999999999999,0.0143,1
0,3,12,5,2,0.193,0.0195,1
0,3,12,6,6,0.129,0.0168,1
0,3,12,7,1,0.06,0.009899999999999999,1
0,3,12,8,4,0.09300000000000001,0.0126,1
0,3,12,9,7,0.08900000000000001,0.0076,1
0,3,12,10,46,0.079,0.0085,1
0,4,28,1,159,0.348,0.017,2
0,4,28,2,99,0.652,0.017,2
0,5,18,1,161,0.078,0.0111,2
0,5,18,2,160,0.14800000000000002,0.0137,2
0,5,18,3,99,0.774,0.0192,2
0,6,20,1,161,0.081,0.0088,2
0,6,20,2,160,0.364,0.0233,2
0,6,20,3,99,0.556,0.0229,2
0,7,23,1,159,0.408,0.0197,2
0,7,23,2,99,0.5920000000000001,0.0197,2
0,8,27,1,159,0.063,0.009399999999999999,2
0,8,27,2,99,0.937,0.009399999999999999,2
0,9,13,1,159,0.126,0.016,2
0,9,13,2,99,0.8740000000000001,0.016,2
0,10,9,1,12,0.032,0.0062,1
0,10,9,2,11,0.08900000000000001,0.0088,1
0,10,9,3,15,0.183,0.0155,1
0,10,9,4,10,0.318,0.0181,1
0,10,9,5,14,0.223,0.0134,1
0,10,9,6,100,0.038,0.006500000000000001,1
0,10,9,7,46,0.11699999999999999,0.0152,1
0,11,45,1,159,0.049,0.0104,2
0,11,45,2,99,0.951,0.0104,0
0,12,47,1,159,0.19,0.017,2
0,12,47,2,99,0.81,0.017,0
0,13,50,1,120,0.768,0.0197,0
0,13,50,2,47,0.271,0.0182,0
0,13,50,3,132,0.09300000000000001,0.0105,0
0,13,50,4,116,0.025,0.0068000000000000005,0
0,13,50,5,136,0.062,0.0053,0
0,13,50,6,29,0.085,0.0137,0
0,13,50,7,133,0.12,0.0123,0
0,13,50,8,49,0.047,0.008,0
0,13,50,9,117,0.036000000000000004,0.0077,0
0,13,50,10,155,0.151,0.0144,0
0,14,52,1,120,0.726,0.0148,0
0,14,52,2,47,0.158,0.0105,0
0,14,52,3,132,0.064,0.0087,0
0,14,52,4,116,0.026000000000000002,0.0079,0
0,14,52,5,150,0.22399999999999998,0.0146,0
0,15,36,1,9,0.018000000000000002,0.0032,1
0,15,36,2,13,0.10300000000000001,0.0123,0
0,15,36,3,16,0.22,0.0113,0
0,15,36,4,98,0.462,0.0178,0
0,15,36,5,54,0.135,0.013500000000000002,0
0,15,36,6,138,0.063,0.0085,0
0,2,40,1,78,0.28300000000000003,0.017,2
0,2,40,2,96,0.452,0.0215,2
0,2,40,3,85,0.16699999999999998,0.0144,2
0,2,40,4,97,0.08,0.0108,2
0,2,40,5,79,0.017,0.0045000000000000005,1
0,3,12,1,0,0.038,0.009000000000000001,1
0,3,12,2,8,0.032,0.0043,1
0,3,12,3,3,0.033,0.0086,1
0,3,12,4,5,0.105,0.0116,1
0,3,12,5,2,0.162,0.014499999999999999,1
0,3,12,6,6,0.183,0.011000000000000001,1
0,3,12,7,1,0.109,0.0106,1
0,3,12,8,4,0.134,0.0171,1
0,3,12,9,7,0.12,0.011899999999999999,1
0,3,12,10,46,0.085,0.015300000000000001,1
0,4,17,1,161,0.16399999999999998,0.0197,2
0,4,17,2,160,0.214,0.013000000000000001,2
0,4,17,3,101,0.621,0.013300000000000001,2
0,5,14,3,124,0.019,0.0058,2
0,5,14,4,103,0.961,0.0078000000000000005,2
0,6,18,1,161,0.12,0.0203,2
0,6,18,2,160,0.078,0.011000000000000001,2
0,6,18,3,101,0.802,0.0208,2
0,7,20,1,161,0.132,0.0131,2
0,7,20,2,160,0.10099999999999999,0.012199999999999999,2
0,7,20,3,101,0.767,0.015,2
0,8,26,1,159,0.071,0.0147,2
0,8,26,2,99,0.7759999999999999,0.019799999999999998,2
0,8,26,3,105,0.153,0.0103,2
0,9,25,1,159,0.046,0.0083,2
0,9,25,2,99,0.8109999999999999,0.0101,2
0,9,25,3,105,0.14300000000000002,0.0078000000000000005,2
0,10,21,1,45,0.36200000000000004,0.0177,2
0,10,21,2,52,0.14,0.011399999999999999,1
0,10,21,3,43,0.19,0.019,1
0,10,21,4,44,0.062,0.0121,1
0,10,21,5,130,0.10800000000000001,0.0147,2
0,10,21,6,39,0.239,0.0206,1
0,10,21,7,103,0.568,0.019799999999999998,2
0,11,30,1,26,0.23199999999999998,0.0151,1
0,11,30,2,17,0.023,0.0062,1
0,11,30,5,128,0.044000000000000004,0.0087,0
0,11,30,6,126,0.102,0.0105,0
0,11,30,7,23,0.024,0.005600000000000001,1
0,11,30,8,27,0.155,0.013600000000000001,1
0,11,30,9,103,0.607,0.0152,0
0,12,11,1,113,0.024,0.0049,2
0,12,11,2,114,0.091,0.0108,2
0,12,11,3,102,0.514,0.024399999999999998,2
0,12,11,4,112,0.27,0.0177,2
0,12,11,5,111,0.10099999999999999,0.0159,2
0,13,43,1,161,0.024,0.0052,0
0,13,43,2,160,0.049,0.0031,0
0,13,43,3,101,0.797,0.0161,0
0,13,43,4,106,0.13,0.014499999999999999,0
0,14,51,1,32,0.114,0.013300000000000001,0
0,14,51,2,129,0.242,0.014199999999999999,0
0,14,51,3,37,0.141,0.0134,0
0,14,51,4,66,0.043,0.0091,0
0,14,51,5,69,0.066,0.0154,0
0,14,51,6,144,0.251,0.0126,0
0,14,51,7,146,0.297,0.014499999999999999,0
0,15,42,1,122,0.315,0.0194,0
0,15,42,2,123,0.435,0.0231,0
0,15,42,3,121,0.307,0.0189,0
0,15,42,4,47,0.135,0.013000000000000001,0
0,15,42,5,119,0.053,0.0115,0
0,15,42,6,48,0.053,0.0091,0
0,15,42,7,131,0.045,0.0086,0
0,15,42,10,136,0.031,0.004699999999999999,0
0,15,42,11,30,0.032,0.0076,0
0,15,42,12,118,0.075,0.0096,0
0,15,42,13,49,0.024,0.0063,0
0,15,42,14,117,0.013999999999999999,0.004699999999999999,0
0,15,42,15,154,0.35600000000000004,0.020099999999999996,0
0,16,41,1,120,0.503,0.0184,0
0,16,41,2,121,0.337,0.0155,0
0,16,41,3,47,0.11199999999999999,0.0128,0
0,16,41,4,119,0.048,0.0101,0
0,16,41,5,48,0.042,0.0095,0
0,16,41,9,136,0.027000000000000003,0.0043,0
0,16,41,10,30,0.023,0.0045000000000000005,0
0,16,41,11,118,0.071,0.011699999999999999,0
0,16,41,12,49,0.02,0.009000000000000001,0
0,16,41,13,117,0.013999999999999999,0.0042,0
0,16,41,14,152,0.374,0.0227,0
0,17,32,1,159,0.34600000000000003,0.0233,2
0,17,32,2,99,0.331,0.0213,0
0,17,32,3,107,0.32299999999999995,0.0174,0
0,18,34,1,109,0.179,0.013300000000000001,0
0,18,34,2,57,0.193,0.017,0
0,18,34,3,40,0.10400000000000001,0.0123,0
0,18,34,4,65,0.297,0.0174,0
0,18,34,5,80,0.11699999999999999,0.006999999999999999,0
0,18,34,6,56,0.377,0.0158,0
0,18,34,7,87,0.16,0.0207,0
0,18,34,8,31,0.061,0.010700000000000001,0
0,18,34,9,125,0.019,0.005699999999999999,0
0,18,34,10,103,0.316,0.009300000000000001,0
0,19,37,2,13,0.062,0.0116,0
0,19,37,3,16,0.17600000000000002,0.0127,0
0,19,37,4,98,0.35700000000000004,0.015300000000000001,0
0,19,37,5,55,0.076,0.0089,0
0,19,37,6,157,0.018000000000000002,0.0055000000000000005,0
0,19,37,7,139,0.147,0.0127,0
0,19,37,8,158,0.155,0.0126,0
0,2,40,1,78,0.249,0.011399999999999999,2
0,2,40,2,96,0.43700000000000006,0.016,2
0,2,40,3,85,0.22699999999999998,0.0141,2
0,2,40,4,97,0.069,0.0088,2
0,2,40,5,79,0.019,0.0063,1
0,3,12,1,0,0.04,0.0123,1
0,3,12,3,3,0.027999999999999997,0.0078000000000000005,1
0,3,12,4,5,0.087,0.0116,1
0,3,12,5,2,0.184,0.0116,1
0,3,12,6,6,0.217,0.0132,1
0,3,12,7,1,0.08900000000000001,0.0092,1
0,3,12,8,4,0.159,0.0154,1
0,3,12,9,7,0.106,0.0095,1
0,3,12,10,46,0.078,0.011000000000000001,1
0,4,17,1,161,0.075,0.0070999999999999995,2
0,4,17,2,160,0.285,0.0239,2
0,4,17,3,101,0.6409999999999999,0.0231,2
0,5,14,2,137,0.017,0.005600000000000001,2
0,5,14,4,103,0.968,0.0066,2
0,6,18,1,161,0.045,0.006999999999999999,2
0,6,18,2,160,0.124,0.011699999999999999,2
0,6,18,3,101,0.831,0.0118,2
0,7,20,1,161,0.07,0.01,2
0,7,20,2,160,0.195,0.0174,2
0,7,20,3,101,0.735,0.023799999999999998,2
0,8,25,1,159,0.136,0.014499999999999999,2
0,8,25,2,99,0.7140000000000001,0.0197,2
0,8,25,3,105,0.149,0.0105,2
0,9,26,1,159,0.114,0.0166,2
0,9,26,2,99,0.7340000000000001,0.024399999999999998,2
0,9,26,3,105,0.153,0.0125,2
0,10,22,1,159,0.331,0.0138,2
0,10,22,2,99,0.28300000000000003,0.021,2
0,10,22,3,104,0.386,0.024300000000000002,2
0,11,21,1,45,0.436,0.0131,1
0,11,21,2,52,0.16,0.0087,1
0,11,21,3,41,0.19699999999999998,0.013999999999999999,1
0,11,21,4,42,0.083,0.0116,1
0,11,21,5,130,0.128,0.0123,2
0,11,21,6,39,0.228,0.018500000000000003,1
0,11,21,7,103,0.501,0.0154,2
0,12,10,1,12,0.055999999999999994,0.0086,1
0,12,10,2,11,0.092,0.0139,1
0,12,10,3,15,0.157,0.0181,1
0,12,10,4,10,0.25,0.016399999999999998,1
0,12,10,5,14,0.289,0.0159,1
0,12,10,6,100,0.033,0.009899999999999999,1
0,12,10,7,46,0.124,0.0161,1
0,13,54,2,94,0.09699999999999999,0.015,0
0,13,54,3,83,0.55,0.0245,0
0,13,54,4,90,0.25,0.026699999999999998,0
0,13,54,5,72,0.09300000000000001,0.008199999999999999,0
0,14,7,1,75,0.07400000000000001,0.0102,1
0,14,7,2,93,0.08199999999999999,0.009000000000000001,2
0,14,7,3,82,0.742,0.0169,2
0,14,7,4,89,0.068,0.0079,1
0,14,7,5,71,0.034,0.0076,1
0,15,5,1,74,0.064,0.0054,1
0,15,5,2,92,0.23399999999999999,0.016,2
0,15,5,3,81,0.354,0.0149,2
0,15,5,4,88,0.253,0.018600000000000002,2
0,15,5,5,70,0.096,0.0076,1
0,16,8,1,77,0.375,0.022400000000000003,2
0,16,8,2,95,0.41700000000000004,0.013999999999999999,2
0,16,8,3,84,0.18600000000000003,0.0131,2
0,16,8,4,91,0.017,0.005699999999999999,1
0,17,4,1,20,0.27,0.0165,1
0,17,4,2,36,0.21100000000000002,0.015,1
0,17,4,3,35,0.294,0.0121,1
0,17,4,4,68,0.14,0.018600000000000002,1
0,17,4,5,62,0.165,0.0124,1
0,17,4,6,64,0.10400000000000001,0.0084,1
0,17,4,7,63,0.1,0.0118,1
0,17,4,8,148,0.47100000000000003,0.0175,2
0,18,41,1,121,0.545,0.0169,0
0,18,41,2,47,0.139,0.0138,0
0,18,41,5,116,0.047,0.0089,0
0,18,41,6,117,0.048,0.0101,0
0,18,41,7,152,0.414,0.0222,0
0,19,32,1,159,0.35,0.016200000000000003,0
0,19,32,2,99,0.3,0.020099999999999996,0
0,19,32,3,107,0.35,0.0195,0
0,20,34,1,109,0.18,0.0084,0
0,20,34,2,57,0.21100000000000002,0.0152,0
0,20,34,3,40,0.11599999999999999,0.0077,0
0,20,34,4,65,0.281,0.0181,0
0,20,34,5,56,0.408,0.012,0
0,20,34,6,87,0.184,0.0124,0
0,20,34,7,31,0.09,0.0101,0
0,20,34,8,58,0.038,0.0059,0
0,20,34,9,125,0.025,0.0064,0
0,20,34,10,103,0.35,0.0137,0
0,21,37,2,13,0.021,0.0088,0
0,21,37,3,16,0.078,0.0095,0
0,21,37,4,98,0.414,0.025699999999999997,0
0,21,37,5,55,0.138,0.0143,0
0,21,37,7,139,0.151,0.0165,0
0,21,37,8,158,0.18600000000000003,0.0167,0
0,2,40,1,78,0.348,0.0124,2
0,2,40,2,96,0.45,0.0144,2
0,2,40,3,85,0.153,0.012,2
0,2,40,4,97,0.038,0.0068000000000000005,2
0,2,40,5,79,0.01,0.003,1
0,3,12,1,0,0.054000000000000006,0.0070999999999999995,1
0,3,12,2,8,0.038,0.0070999999999999995,1
0,3,12,3,3,0.047,0.0064,1
0,3,12,4,5,0.096,0.0092,1
0,3,12,5,2,0.17600000000000002,0.0148,1
0,3,12,6,6,0.16399999999999998,0.0151,1
0,3,12,7,1,0.094,0.0076,1
0,3,12,8,4,0.14300000000000002,0.0125,1
0,3,12,9,7,0.10800000000000001,0.0058,1
0,3,12,10,46,0.08199999999999999,0.0096,1
0,4,17,1,161,0.071,0.0088,2
0,4,17,2,160,0.32899999999999996,0.013600000000000001,2
0,4,17,3,101,0.601,0.0173,2
0,5,14,2,137,0.017,0.0036,2
0,5,14,4,103,0.9690000000000001,0.0045000000000000005,1
0,6,18,1,161,0.055,0.009300000000000001,2
0,6,18,2,160,0.08800000000000001,0.010700000000000001,2
0,6,18,3,101,0.857,0.0111,2
0,7,24,1,159,0.031,0.0052,2
0,7,24,2,99,0.415,0.0161,2
0,7,24,3,141,0.5539999999999999,0.0158,2
0,8,20,1,161,0.064,0.0068000000000000005,2
0,8,20,2,160,0.14800000000000002,0.0127,2
0,8,20,3,101,0.787,0.0121,2
0,9,19,1,161,0.037000000000000005,0.0063,2
0,9,19,2,160,0.026000000000000002,0.005,2
0,9,19,3,101,0.43200000000000005,0.0202,2
0,9,19,4,142,0.505,0.019299999999999998,2
0,10,21,1,45,0.242,0.0178,2
0,10,21,2,52,0.08900000000000001,0.0073,1
0,10,21,3,41,0.10099999999999999,0.0079,1
0,10,21,4,42,0.024,0.0045000000000000005,1
0,10,21,5,130,0.073,0.0097,2
0,10,21,6,39,0.163,0.0126,1
0,10,21,7,103,0.675,0.0183,2
0,11,30,1,18,0.052000000000000005,0.008,1
0,11,30,2,26,0.098,0.011200000000000002,1
0,11,30,3,17,0.036000000000000004,0.0063,1
0,11,30,4,128,0.11,0.0097,2
0,11,30,5,127,0.183,0.0095,2
0,11,30,6,24,0.053,0.006500000000000001,1
0,11,30,7,27,0.105,0.0087,1
0,11,30,8,103,0.647,0.019799999999999998,0
0,12,11,2,114,0.05,0.0069,2
0,12,11,3,102,0.40399999999999997,0.0070999999999999995,2
0,12,11,4,112,0.365,0.0109,2
0,12,11,5,111,0.17300000000000001,0.0085,2
0,13,9,1,12,0.053,0.0078000000000000005,1
0,13,9,2,11,0.109,0.013300000000000001,1
0,13,9,3,15,0.13699999999999998,0.0085,1
0,13,9,4,10,0.24600000000000002,0.0092,1
0,13,9,5,14,0.264,0.0171,1
0,13,9,6,100,0.034,0.005699999999999999,1
0,13,9,7,46,0.157,0.011899999999999999,1
0,14,46,1,159,0.023,0.0070999999999999995,0
0,14,46,2,99,0.977,0.0070999999999999995,0
0,15,48,1,159,0.086,0.013000000000000001,0
0,15,48,2,99,0.914,0.013000000000000001,0
0,16,50,1,120,0.765,0.0115,0
0,16,50,2,47,0.24600000000000002,0.0116,0
0,16,50,3,134,0.135,0.0105,0
0,16,50,5,38,0.017,0.0042,0
0,16,50,6,51,0.033,0.0068000000000000005,0
0,16,50,8,116,0.026000000000000002,0.0055000000000000005,0
0,16,50,9,136,0.06,0.0060999999999999995,0
0,16,50,10,29,0.061,0.0087,0
0,16,50,11,133,0.102,0.0103,0
0,16,50,12,49,0.033,0.006500000000000001,0
0,16,50,13,117,0.043,0.0076,0
0,16,50,14,155,0.154,0.0104,0
0,17,49,1,120,0.754,0.0091,0
0,17,49,2,47,0.222,0.0092,0
0,17,49,3,132,0.085,0.009899999999999999,0
0,17,49,5,38,0.017,0.0043,0
0,17,49,6,51,0.025,0.0073,0
0,17,49,8,116,0.033,0.0083,0
0,17,49,9,155,0.209,0.0089,0
0,18,44,1,159,0.23800000000000002,0.0129,0
0,18,44,2,99,0.29,0.0128,0
0,18,44,3,143,0.473,0.013999999999999999,0
0,19,34,1,109,0.267,0.013000000000000001,0
0,19,34,2,57,0.13699999999999998,0.0109,0
0,19,34,3,40,0.135,0.0064,0
0,19,34,4,65,0.35600000000000004,0.021099999999999997,0
0,19,34,5,80,0.153,0.0109,0
0,19,34,6,56,0.213,0.0072,0
0,19,34,7,125,0.057,0.0074,0
0,19,34,8,103,0.345,0.0172,0
0,20,36,2,13,0.027000000000000003,0.0052,0
0,20,36,3,16,0.13699999999999998,0.0084,0
0,20,36,4,98,0.522,0.01,0
0,20,36,5,55,0.075,0.0069,0
0,20,36,6,157,0.018000000000000002,0.0051,0
0,20,36,7,139,0.13,0.0123,0
0,20,36,8,158,0.087,0.0077,0
0,2,40,1,78,0.275,0.0181,2
0,2,40,2,96,0.415,0.015300000000000001,2
0,2,40,3,85,0.21,0.019799999999999998,2
0,2,40,4,97,0.071,0.0076,2
0,2,40,5,79,0.028999999999999998,0.0075,1
0,3,12,1,0,0.027999999999999997,0.0043,1
0,3,12,2,8,0.018000000000000002,0.004,1
0,3,12,3,3,0.027999999999999997,0.0079,1
0,3,12,4,5,0.08,0.0108,1
0,3,12,5,2,0.188,0.0125,1
0,3,12,6,6,0.20199999999999999,0.0208,1
0,3,12,7,1,0.106,0.012199999999999999,1
0,3,12,8,4,0.14400000000000002,0.0175,1
0,3,12,9,7,0.13,0.0109,1
0,3,12,10,46,0.075,0.0143,1
0,4,17,1,161,0.086,0.0146,2
0,4,17,2,160,0.233,0.0151,2
0,4,17,3,101,0.682,0.009399999999999999,2
0,5,14,4,103,0.981,0.0051,1
0,6,18,1,161,0.07400000000000001,0.011200000000000002,2
0,6,18,2,160,0.11599999999999999,0.013000000000000001,2
0,6,18,3,101,0.81,0.0154,2
0,7,20,1,161,0.08900000000000001,0.0096,2
0,7,20,2,160,0.158,0.013600000000000001,2
0,7,20,3,101,0.753,0.0104,2
0,8,25,1,159,0.141,0.0158,2
0,8,25,2,99,0.731,0.0225,2
0,8,25,3,105,0.128,0.013600000000000001,2
0,9,26,1,159,0.106,0.0137,2
0,9,26,2,99,0.762,0.0219,2
0,9,26,3,105,0.132,0.0152,2
0,10,22,1,159,0.366,0.015300000000000001,2
0,10,22,2,99,0.3,0.0096,2
0,10,22,3,104,0.33399999999999996,0.014499999999999999,2
0,11,21,1,45,0.423,0.015,1
0,11,21,2,52,0.17300000000000001,0.014499999999999999,1
0,11,21,3,41,0.204,0.0175,1
0,11,21,4,42,0.081,0.0105,1
0,11,21,5,130,0.15,0.0111,2
0,11,21,6,39,0.265,0.012199999999999999,1
0,11,21,7,103,0.505,0.0137,2
0,12,54,2,94,0.085,0.0073,0
0,12,54,3,83,0.56,0.0126,0
0,12,54,4,90,0.252,0.0149,0
0,12,54,5,72,0.094,0.0103,0
0,13,7,1,75,0.085,0.008,1
0,13,7,2,93,0.08,0.0084,2
0,13,7,3,82,0.745,0.0202,2
0,13,7,4,89,0.065,0.0134,2
0,13,7,5,71,0.025,0.0079,1
0,14,5,1,74,0.061,0.0074,1
0,14,5,2,92,0.22899999999999998,0.011699999999999999,2
0,14,5,3,81,0.36200000000000004,0.0106,1
0,14,5,4,88,0.226,0.0115,1
0,14,5,5,70,0.122,0.0078000000000000005,1
0,15,8,1,77,0.273,0.0152,2
0,15,8,2,95,0.39799999999999996,0.0208,2
0,15,8,3,84,0.304,0.0192,2
0,15,8,4,91,0.022000000000000002,0.0049,1
0,16,41,1,120,0.46,0.0113,0
0,16,41,2,121,0.433,0.024,0
0,16,41,3,47,0.11699999999999999,0.0176,0
0,16,41,7,116,0.024,0.0059,0
0,16,41,8,117,0.040999999999999995,0.0055000000000000005,0
0,16,41,9,152,0.42100000000000004,0.0124,0
0,17,32,1,159,0.306,0.0115,2
0,17,32,2,99,0.364,0.0141,0
0,17,32,3,107,0.33,0.0172,0
0,18,33,1,159,0.047,0.0069,0
0,18,33,2,99,0.375,0.0187,0
0,18,33,3,108,0.578,0.019,0
0,19,34,1,109,0.19,0.0147,0
0,19,34,2,57,0.212,0.014199999999999999,0
0,19,34,3,40,0.106,0.0106,0
0,19,34,4,65,0.281,0.011200000000000002,0
0,19,34,5,56,0.395,0.0191,0
0,19,34,6,87,0.171,0.014199999999999999,0
0,19,34,7,31,0.084,0.0105,0
0,19,34,8,58,0.019,0.0044,0
0,19,34,9,125,0.034,0.0055000000000000005,0
0,19,34,10,103,0.364,0.013999999999999999,0
0,20,37,2,13,0.021,0.006,0
0,20,37,3,16,0.081,0.011000000000000001,0
0,20,37,4,98,0.435,0.0236,0
0,20,37,5,55,0.1,0.0154,0
0,20,37,7,139,0.179,0.015,0
0,20,37,8,158,0.17600000000000002,0.0134,0
0,2,40,1,78,0.31,0.0208,2
0,2,40,2,96,0.478,0.015300000000000001,2
0,2,40,3,85,0.14800000000000002,0.016399999999999998,2
0,2,40,4,97,0.051,0.0048,2
0,3,12,1,0,0.07,0.0116,1
0,3,12,2,8,0.045,0.0079,1
0,3,12,3,3,0.046,0.0101,1
0,3,12,4,5,0.11800000000000001,0.0187,1
0,3,12,5,2,0.184,0.014199999999999999,1
0,3,12,6,6,0.16399999999999998,0.013300000000000001,1
0,3,12,7,1,0.10400000000000001,0.0148,1
0,3,12,8,4,0.107,0.0088,1
0,3,12,9,7,0.09300000000000001,0.006999999999999999,1
0,3,12,10,46,0.069,0.0079,1
0,4,17,1,161,0.061,0.0096,2
0,4,17,2,160,0.434,0.0274,2
0,4,17,3,101,0.505,0.0245,2
0,5,14,2,137,0.03,0.006,2
0,5,14,3,124,0.015,0.0042,2
0,5,14,4,103,0.951,0.0055000000000000005,1
0,6,18,1,161,0.025,0.0072,2
0,6,18,2,160,0.132,0.0138,2
0,6,18,3,101,0.843,0.0168,2
0,7,24,1,159,0.017,0.005699999999999999,2
0,7,24,2,99,0.42,0.0183,2
0,7,24,3,141,0.563,0.0203,2
0,8,20,1,161,0.043,0.0086,2
0,8,20,2,160,0.222,0.0191,2
0,8,20,3,101,0.7340000000000001,0.0176,2
0,9,19,1,161,0.039,0.0084,2
0,9,19,2,160,0.026000000000000002,0.0075,2
0,9,19,3,101,0.39399999999999996,0.021,2
0,9,19,4,142,0.541,0.018500000000000003,2
0,10,21,1,45,0.244,0.013300000000000001,1
0,10,21,2,52,0.08,0.0086,1
0,10,21,3,41,0.085,0.0115,1
0,10,21,4,42,0.026000000000000002,0.0032,1
0,10,21,5,130,0.068,0.004,2
0,10,21,6,39,0.183,0.0166,1
0,10,21,7,103,0.667,0.011899999999999999,2
0,11,30,1,18,0.061,0.0092,1
0,11,30,2,26,0.10099999999999999,0.020099999999999996,1
0,11,30,3,17,0.027000000000000003,0.0067,1
0,11,30,4,128,0.08900000000000001,0.0105,2
0,11,30,5,127,0.174,0.013000000000000001,2
0,11,30,6,24,0.05,0.0069,1
0,11,30,7,27,0.08800000000000001,0.0125,1
0,11,30,8,103,0.6759999999999999,0.0191,0
0,12,11,2,114,0.071,0.0121,2
0,12,11,3,102,0.408,0.02,2
0,12,11,4,112,0.325,0.0182,2
0,12,11,5,111,0.18600000000000003,0.0239,2
0,13,9,1,12,0.06,0.0085,1
0,13,9,2,11,0.12,0.0159,1
0,13,9,3,15,0.14800000000000002,0.013000000000000001,1
0,13,9,4,10,0.263,0.0143,1
0,13,9,5,14,0.21100000000000002,0.0194,1
0,13,9,6,100,0.048,0.0127,1
0,13,9,7,46,0.15,0.0078000000000000005,1
0,14,46,1,159,0.03,0.0085,0
0,14,46,2,99,0.97,0.0085,0
0,15,48,1,159,0.102,0.0116,0
0,15,48,2,99,0.898,0.0116,0
0,16,50,1,120,0.762,0.0206,0
0,16,50,2,47,0.252,0.019799999999999998,0
0,16,50,3,134,0.155,0.018500000000000003,0
0,16,50,5,38,0.015,0.0042,0
0,16,50,6,51,0.059000000000000004,0.012,0
0,16,50,8,116,0.028999999999999998,0.0054,0
0,16,50,9,136,0.077,0.009000000000000001,0
0,16,50,10,29,0.078,0.0104,0
0,16,50,11,133,0.124,0.01,0
0,16,50,12,49,0.049,0.009899999999999999,0
0,16,50,13,117,0.040999999999999995,0.0074,0
0,16,50,14,155,0.182,0.0126,0
0,17,49,1,120,0.748,0.0195,0
0,17,49,2,47,0.223,0.018799999999999997,0
0,17,49,3,132,0.11599999999999999,0.0129,0
0,17,49,5,38,0.011000000000000001,0.0038,0
0,17,49,6,51,0.047,0.006999999999999999,0
0,17,49,8,116,0.028999999999999998,0.0049,0
0,17,49,9,155,0.218,0.0178,0
0,18,44,1,159,0.228,0.0236,0
0,18,44,2,99,0.309,0.027999999999999997,0
0,18,44,3,143,0.46299999999999997,0.0212,0
0,19,34,1,109,0.318,0.013500000000000002,0
0,19,34,2,57,0.11699999999999999,0.01,0
0,19,34,3,40,0.14,0.012,0
0,19,34,4,65,0.368,0.0146,0
0,19,34,5,80,0.11699999999999999,0.0085,0
0,19,34,6,56,0.213,0.0174,0
